Date,Job_title,Job_type,Salary,Hours,Description,Link
"Mar 12, 2026","['Social Media', 'Instagram', 'TikTok', 'Data Analyst', 'Analyst', 'Social Media']",Full Time,750$-2000$+,40,"We are looking for a high-level Social Media Data Analyst who understands the mechanics behind viral content and can turn data into clear growth strategies.

Our company works with influencers and content creators who post large volumes of content on Instagram Reels and TikTok. Your role will be to deeply analyze content performance and identify why certain videos go viral while others don’t.

You will study patterns in hooks, retention, engagement, and content structure to determine what drives views and algorithm distribution.

Your insights will directly influence the content strategy for our influencers, helping them maximize reach, views, and growth.

This role is ideal for someone who enjoys breaking down viral content, spotting patterns, and using data to predict winning content formats.

Key Responsibilities

• Analyze performance data from Instagram Reels and TikTok
• Identify why certain videos outperform others
• Study retention rates, hooks, engagement patterns, and algorithm distribution
• Recognize repeatable patterns in viral content
• Research viral trends and high-performing content in our niche
• Identify successful hooks and content structures that can be replicated
• Work with the marketing team to develop data-driven content strategies
• Create personalized content plans for each influencer/model
• Continuously monitor new trends and algorithm changes

What You Will Be Doing Daily

• Reviewing social media performance metrics
• Breaking down viral reels to understand why they work
• Comparing high-performing vs low-performing videos
• Identifying patterns in hooks, pacing, and video structure
• Researching viral content that aligns with each influencer's persona
• Turning data insights into clear content recommendations

Requirements

• Proven experience analyzing Instagram Reels or TikTok performance
• Strong ability to identify patterns in viral content
• Deep understanding of hooks, watch time, retention, and engagement signals
• Strong analytical mindset and attention to detail
• Ability to translate data into actionable content strategies
• Must stay up to date with social media trends and algorithms
• Strong communication and reporting skills
• Experience in social media analytics is required

Bonus Skills (Not Required but Valuable)

• Experience working with influencers or creator brands
• Background in social media growth or viral marketing

Our Goal

Your work will help us identify repeatable viral content formulas, allowing our influencers to consistently grow faster on Instagram and TikTok.

We are looking for someone who doesn’t just look at numbers, but someone who can decode why content works.

If you have read this message till the end send me an '????' at the end of your application",https://www.onlinejobs.ph/jobseekers/job/Social-Media-Data-Analyst-Instagram-Reels-TikTok-1599308
"Mar 6, 2026","['Amazon', 'Data Analyst', 'Analyst', 'Performance', 'Creative']",Part Time,$10-$18 per hour,10,"About The Role:
We are looking for someone who enjoys thinking strategically — not just pulling numbers.
This is NOT a data entry role.
This is NOT a basic reporting position.
We are looking for someone who can analyze advertising performance data and help us identify:
Why certain videos are winning
Why others are underperforming
What creative tests we should run next
You will be working directly with leadership and creative teams to support data-driven decisions.

Your Responsibilities:

Review weekly Amazon Sponsored Brand Video performance (CTR, CPC, CVR, Watch Rate)
Compare performance across keywords
Identify winning hooks and themes
Flag underperforming creatives early
Create simple, clean dashboards
Summarize insights in clear written English
Suggest creative “challenger” test ideas based on data

Required Skills:

Experience with Amazon Ads OR Meta Ads reporting
Strong dashboard skills (pivot tables, filtering, formulas)
Strong written/speaking English
Analytical thinking
Ability to explain insights clearly

Preferred (But Not Required):

Experience working with a marketing agency
Familiarity with video advertising
Understanding of creative testing strategies

Hours & Compensation:
10–20 hours per week
Long-term opportunity
Competitive hourly pay based on experience
Potential to grow into a larger strategic role

About Us

We are a U.S.-based video performance marketing agency that specializes in Amazon and paid social video advertising.
We don’t just create videos — we test, optimize, and improve performance over time. Our clients rely on us to drive measurable sales results.
We are looking for someone who understands that numbers tell a story — and enjoys finding that story.",https://www.onlinejobs.ph/jobseekers/job/Creative-Performance-Data-Analyst-Amazon-Video-Ads-1577337
"Mar 5, 2026","['Data Analyst', 'Analyst', 'Performance']",Full Time,4.00,40,"Full-Time | Long-Term Remote Position
Location: Remote
Schedule: Full-Time (40 hrs/week)
Industry: Performance Marketing & Lead Generation
About Us
We are a performance marketing company that generates high-intent inbound leads and phone calls for businesses across the United States in industries such as home services and legal services.

Our company runs large-scale marketing campaigns across multiple channels and generates thousands of leads and calls every week. Because of this, our business is highly data-driven. Decisions about marketing budgets, campaign optimization, and partner performance are based heavily on analytics.

We are looking for a Data Analyst whose primary responsibility will be digging deeply into our lead and call data to uncover insights that improve performance and profitability.

This is not an administrative or bookkeeping position.
This role is focused on data investigation, analysis, and performance insights.

Core Responsibility: Deep Data Analysis
The primary responsibility of this role is analyzing large datasets related to lead generation and inbound call performance.
Your job is not simply compiling reports. Your job is to investigate the data, identify patterns, and explain what is happening and why.

Our systems generate large volumes of operational data every day. You will analyze this data to identify trends, detect anomalies, and uncover opportunities to improve performance.

Your work will directly influence how the company:
• Allocates marketing budgets
• Evaluates traffic sources and partners
• Identifies profitable campaigns
• Detects operational issues
• Improves overall lead quality and conversion performance

What “Digging Into the Data” Means
A large part of this role involves investigating performance changes and answering business questions using data.
Examples include:
• Why did lead volume drop in a specific campaign?
• Which traffic sources generate the highest quality calls?
• Which campaigns produce the highest revenue per lead?
• Why did conversion rates decline for a specific buyer?
• Which campaigns are producing the highest margins?
• Are there anomalies or irregular patterns in the data?

You will analyze raw data and translate it into clear explanations and insights for management.
Your role is to turn large amounts of operational data into meaningful business intelligence.

Types of Data You Will Work With
You will regularly analyze datasets that include:
• Lead generation performance data
• Call tracking and call duration data
• Campaign and traffic source performance
• Revenue and conversion data
• Buyer performance metrics
• Cost-per-lead and profitability metrics
• Operational performance reports

This data comes from multiple platforms and systems, and part of your role will be organizing and combining these datasets to produce meaningful analysis.

Key Responsibilities
Lead & Call Data Analysis
• Analyze large datasets related to lead generation and inbound calls
• Identify trends, patterns, and performance shifts
• Detect anomalies and investigate unusual data behavior
• Compare performance across campaigns, traffic sources, and buyers
• Evaluate profitability and performance metrics
• Provide insights to improve campaign efficiency and revenue

Reporting & Insights
• Create structured performance reports for leadership
• Build dashboards and analysis tools in Excel or Google Sheets
• Summarize trends and explain performance changes
• Present clear insights based on data findings

Data Investigation & Validation
• Investigate discrepancies between systems or reports
• Validate accuracy of lead and call reporting data
• Identify potential reporting issues or data inconsistencies
• Conduct deeper investigations when unusual performance changes occur

Requirements
We are specifically looking for someone with strong analytical ability and real experience working with data.
Required:
• 2+ years of experience in data analysis, marketing analytics, or operational analytics
• Strong ability to analyze large datasets
• Advanced Excel or Google Sheets skills
• Strong understanding of trend analysis and data interpretation
• Strong attention to detail
• Strong written English communication skills
• Comfortable working with numbers and data every day

Strongly Preferred
• Experience analyzing marketing or lead generation data
• Experience analyzing call center or call tracking data
• Experience with SQL or database querying
• Experience using data visualization tools (Tableau, Power BI, Looker, etc.)
• Experience working with performance marketing or lead generation companies

What We Offer
• Long-term stable position
• Competitive pay based on experience
• Performance-based raises
• Direct collaboration with company leadership
• Opportunity to grow into a Senior Data Analyst or Analytics Lead role

We are building a highly data-driven organization, and this role will play an important part in improving how we analyze and optimize performance.

How to Apply
Please include the following in your application:
Your resume
A short paragraph describing your data analysis experience
A short paragraph describing the largest dataset you have worked with
The word “Insights” in the first line of your application (to confirm attention to detail)

If you enjoy digging into complex datasets, identifying patterns, and uncovering insights that improve business performance, we would love to hear from you.

We are hiring immediately.",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Lead-Call-Performance-1594438
"Mar 4, 2026","['Business', 'Analyst', 'Financial', 'Operations', 'Operations']",Part Time,$15+ per hour dependent on experience,20,"We are a growing Australian healthcare and NDIS disability services group operating residential care, home care, respite and staffing services. Labour is our largest cost and service delivery is our biggest revenue driver — so understanding our numbers is critical.

We are looking for a highly analytical Business Operations & Data Analyst to help us build visibility across revenue, labour cost, occupancy, and profitability.

This is NOT a data entry role and not a general virtual assistant role. We are looking for someone who enjoys working with numbers, building dashboards, and helping leadership make better decisions.

Responsibilities

You will work directly with the business owner and senior managers to build and maintain operational reports, visualisations and dashboards and be responsible for extracting data, interpreting, visualising and then presenting to the team.

We need someone that can make the complicated uncomplicated and easy to understand, has a commercial focus, and can communicate clearly and visualise data and set goals. From the data, you will set goals.

For example - someone that can come in, take a look at the cost of us sending work to agency, analyse the cost of our own staff, and then visualise the dollar figure of lost revenue last week/fortnight on agency cost.

Your work will include:

- Overtime reporting including hours, dollar value, reason analysis and interpreting further (eg. x% of overtime was avoidable)
- Agency spend tracking
- Labour cost per service line (taking into account all of our expenses and determining the actual cost of hours sold)
- Bed occupancy %
- Care minutes invoiced vs paid
- Hours delivered by funding source and building breakeven points (eg. x hours sold to x organisation for breakeven)
- Setting goals for rostering staff to visualise how many hours need to be sold to increase revenue etc
- Breakeven modelling
- Building structured Excel or dashboards
- Presenting and developing clear summaries and reports with visualisations and charts for management to review
- Setting KPIs and targets for staff based on data

(Our director runs a number of businesses and may request your assistance with other businesses for similar tasks also)

What we are looking for

- 4 years + experience in financial analysis, management reporting and operations analytics
- High proficient in excel (pivot tables, advanced formulas, dashboards)
- Understand labour-based businesses
- Be comfortable working with messy data and improving structure
- Be comfortable working with undeveloped systems and assisting to implement systems through your work
- Be a strong, confident communicator that is highly experienced in your field
- Be able to provide examples of past work
- Ideally, someone with experience in an Australian market in the NDIS space

The systems we currently use are Xero, Shiftcare, and Employment Hero, where most data will be kept.

This is NOT a virtual assistant, data entry or social media role. This is an analytical, commercially focused role.

To apply, please email us with your resume, a description of your past relative work, and attach a sample dashboard or report that you have created in the past.",https://www.onlinejobs.ph/jobseekers/job/Business-Operations-Data-and-Financial-Analyst-1593174
"Mar 2, 2026","['Data Analyst', 'Analyst', 'Fractional', 'CFO']",Part Time,"40,000",20,"THE MISSION

You are the financial architect of the brand.

Your role is to ensure every dollar spent on Meta, TikTok, inventory, or 3PL logistics is accounted for, optimized, and producing a return. You will provide the financial “pulse” that allows leadership to scale aggressively with clarity and confidence.

Our goal is to maintain 100% financial transparency, protect a 35–40% Contribution Margin, and position the company for a $15M+ valuation.

KEY RESPONSIBILITIES
Daily & Monthly P&L Management

• Build and maintain a daily financial P&L (Net Revenue, COGS, Ad Spend, Contribution Margin)
• Monitor financial performance and identify margin fluctuations
• Detect and report money leaks (software waste, team inefficiencies, shipping overages)

3PL Audit & Logistics Analysis

• Weekly reconciliation of 3PL invoices vs Shopify raw data
• Identify billing errors, hidden fees, or overcharges
• Analyze shipping zones, weight classes, and fulfillment costs to protect margins

Inventory Forecasting & Cost Analysis

• Create 30 / 90 / 180-day forecasts aligned with growth and creative launch velocity
• Manage and optimize Cash Conversion Cycle (CCC)
• Support planning for large inventory runs: deposits, reorder timing, and cash allocation

Tax & Compliance (AU & US)

• Prepare and submit Australian BAS statements
• Assist with annual tax strategy and compliance (AU + US Sales Tax / Nexus)
• Ensure financial accuracy and audit readiness

REQUIRED EXPERIENCE

• 3+ years experience working with 8-figure DTC / e-commerce brands
• Advanced proficiency in:
Xero
Shopify (Advanced Reporting)
Google Sheets / Excel (financial modeling & dashboards)
• Strong analytical mindset — able to turn numbers into insights and recommendations
• Experience working with founders and scaling brands preferred

SAMPLE WEEKLY FLOW

Morning: Input Meta/TikTok spend + Shopify sales into Daily P&L
Tuesday: Audit 3PL fulfillment report vs Shopify order IDs
Friday: Present cash flow forecast highlighting upcoming inventory deposits
Quarterly: BAS preparation + US Sales Tax reconciliation

WHY JOIN BEAUTY SLEEP CLUB

• Fast-growing DTC brand with aggressive scaling roadmap
• Work directly with founders and leadership
• High ownership, strategic impact, and growth opportunity
• Flexible remote setup with long-term potential

HOW TO APPLY

Please include:
A short intro about your e-commerce finance experience
Tools you have mastered (Xero, Shopify reporting, forecasting, etc.)
Example of a financial dashboard or forecast you’ve built (screenshot or Loom preferred)

IMPORTANT: Start your application with the phrase “Financial Clarity Drives Growth” so we know you read the full post.",https://www.onlinejobs.ph/jobseekers/job/FRACTIONAL-CFO-ECOM-DATA-ANALYST-1590957
"Feb 24, 2026","['Real Estate', 'Data Analyst', 'Analyst', 'Real Estate']",Full Time,4-6$/Hour,40,"Real Estate Data Analyst
Brown Valuation Group (BVG)
Commercial Real Estate Appraisal
Remote | Full-Time | U.S. Central Time Hours

About Brown Valuation Group (BVG)
Brown Valuation Group (BVG) is a commercial real estate appraisal firm based in Nixa, Missouri, serving the Springfield–Branson and Southwest Missouri market.
We provide USPAP-compliant valuation services for acquisition, financing, disposition, estate settlement, liquidation, IRS reporting, and charitable contributions. Our assignments include commercial, industrial, office/retail, multifamily, land, and agricultural properties.
We are seeking a highly detail-oriented and analytical professional to support our appraisal research and data operations.

Position Overview
The Real Estate Data Analyst plays a critical role in maintaining the integrity of BVG’s valuation database. This position is responsible for researching, verifying, cleaning, and entering commercial real estate data into our Real Quantum database, which supports all appraisal reporting.

This is a research-driven, analytical role supporting licensed appraisers — not a sales position.
We offer long-term, consistent full-time work. This is not a short-term or project-based contract. For the right candidate, this is a stable, permanent position with ongoing responsibilities and growth potential within our firm.
BVG actively leverages modern technology and AI tools to improve efficiency and data accuracy as part of our daily workflow.

Schedule
• Full-time (40 hours per week)
• Monday–Friday
• Must work during U.S. Central Time business hours

Work Environment Requirements
• Quiet home office workspace
• Desktop or laptop computer (phones/tablets not acceptable)
• Ability to participate in video meetings
• Second monitor required within 90 days

Growth Opportunity
This position begins with sales comparable research and database management.
As experience increases, responsibilities may expand into:
• Market research
• Comparable analysis
• Comparable selection support
• Direct appraisal report assistance

We are looking for a long-term tea ---------- mber who wants to grow within the firm.
Professional Communication Expectations
This role requires consistent, proactive, and professional communication.
• Clear updates on progress, delays, or questions are required
• Issues must be communicated immediately — not after deadlines pass
• Disappearing without notice (“ghosting”) is not acceptable
• The analyst is expected to suggest improvements to workflow efficiency and data organization
• Candidates must clearly communicate what tools, clarification, or support they need to perform effectively
We value accountability, transparency, and initiative. Strong communication is essential to maintaining workflow efficiency and meeting client deadlines.

Key Responsibilities

Database Management
• Maintain and manage BVG’s Real Quantum database
• Ensure all sales, lease, and expense data is accurate, verified, and up to date
• Perform regular audits to maintain data consistency and integrity

Market Research & Data Collection
• Research commercial property data (sales, listings, ownership, zoning, tax records, etc.)
• Collect and verify comparable sales and lease transactions
• Gather data from:
o MLS
o CoStar
o LoopNet
o Crexi
o Brokerage websites
o County assessor and public records

Data Cleaning & Standardization
• Clean and standardize raw data prior to database entry
• Confirm transaction details before final submission
• Organize and upload supporting documentation in shared Dropbox folders

Technology & Tools
• A paid ChatGPT subscription will be provided
• Candidates must be comfortable using AI tools responsibly and effectively
• AI may be used to assist with research, formatting, and workflow optimization
• All AI-assisted work must be independently verified for accuracy before submission


Required Qualifications
• Strong experience with structured data entry and detailed online research
• Excellent attention to detail and a high level of accuracy
• Strong analytical and critical-thinking skills
• Accurate and consistent data entry abilities
• Comfortable working with multiple browser tabs, mapping systems, and databases simultaneously
• Ability to read maps, aerial imagery, and parcel data
• Experience researching information through county and state public record databases
• Ability to follow structured, repeatable processes
• Strong written English communication skills
• Reliable high-speed internet connection
• Ability to work independently and meet deadlines
• Availability during U.S. Central Time business hours

U.S. Real Estate Knowledge Requirements
• Experience researching U.S. commercial real estate data
• Clear understanding of U.S. county systems, including:
o County Assessor (property characteristics, tax ID, legal descriptions)
o County Recorder (deeds, sales history, ownership transfers)
o County Collector/Treasurer (tax records and payment history)
• Ability to locate and verify ownership, sale dates, sale prices, and property details using public records
• Understanding of commercial property types (office, retail, industrial, multifamily, land, agricultural)
• Familiarity with appraisal terminology (NOI, cap rate, comparable sales, lease comparables, etc.)
• Experience using platforms such as MLS, CoStar, LoopNet, Crexi, or brokerage websites
• Experience working with U.S.-based firms
• Experience with Real Quantum (preferred) or ability to learn database systems quickly

Ideal Candidate Traits
• Extremely detail-oriented
• Process-driven and organized
• Comfortable working with numerical and financial data
• Able to focus for extended periods
• High integrity and confidentiality

Who Thrives in This Role
This position is ideal for someone who:
• Enjoys structured, repeatable processes
• Naturally double-checks their work
• Prefers research over communication-heavy roles
• Is comfortable spending hours reviewing maps and records
• Takes pride in clean, organized documentation
• Is patient and methodical
This role is not ideal for someone who needs constant variety or social interaction during the workday.

How to Apply
To be considered, please submit the following:
1. Your resume
2. A short 1–2 minute video introduction (camera on)
3. Written responses to the questions below

Only applicants who follow all instructions will be reviewed.

Video Introduction (1–2 Minutes)
Please briefly cover:
• Your name and location
• Why you are interested in this role
• Any experience with property research, mapping tools, or county records
• Confirmation that you are available Monday–Friday, full-time during U.S. Central Time hours

Written Questions
1. What are your available working hours in U.S. Central Time?
(Example: 8:00 AM – 5:00 PM CST)
2. What is your internet speed?

Please include:
o Download speed
o Upload speed
o A screenshot of your speed test

3. Do you currently have a second monitor? If not, are you willing to obtain one within 90 days?

4. In one well-written paragraph (5–8 sentences), explain step-by-step how you would start with a property address and determine the ownership history.

5. In one sentence, explain the difference between a County Assessor and a County Recorder.

6. Describe a difficult problem you have solved. Briefly explain the situation, the steps you took, and the outcome. (4–6 sentences)

Final Instruction
Title your application exactly: BVG Application – Real Estate Data Analyst (Your Name)",https://www.onlinejobs.ph/jobseekers/job/Real-Estate-Data-Analyst-1587259
"Feb 23, 2026","['Data Analyst', 'Analyst', 'Research', 'Associate']",Full Time,N/A,40,"Location: Remote (Philippines-based)
Position Type: Full ---------- -Time
Schedule: Monday–Friday, 8:30 AM – 5:00 PM or 9:00 AM – 5:30 PM (ET/New York)

POSITION OVERVIEW
We are seeking a dynamic and highly communicative Data Analyst & Research Associate to support our expanding research portfolio. Unlike traditional back-end roles, this position is front-facing, requiring a professional who excels at direct engagement with participants and stakeholders. You will lead the ""human"" side of data—designing and facilitating surveys, conducting interviews, and moderating focus group discussions (FGDs) and in-depth interviews. The ideal candidate balances strong technical analytical skills with the interpersonal savvy needed to gather high-quality insights on mobility, equity, and sustainability.

KEY RESPONSIBILITIES
Front-Facing Research: Lead the design, implementation, and moderation of primary data collection efforts, including surveys, in-depth interviews, and Focus Group Discussions (FGDs).
Stakeholder Engagement: Act as a primary point of contact for research participants, ensuring a professional and inclusive environment for data collection.
Qualitative & Quantitative Analysis: Synthesize raw data from field research into actionable insights using tools such as Atlas ti, R, Python, Stata, or Excel.
Reporting: Draft compelling technical reports, executive summaries, and policy briefs that translate community feedback and survey data into strategic narratives.
AI Integration: Leverage AI tools for sentiment analysis, transcription summarization, and literature scans.
Data Integrity: Manage data frameworks and ensure meticulous documentation and ethical handling of participant information.
Collaboration: Work closely with US-based teams to align field research findings with broader organizational goals in clean transportation.

REQUIRED QUALIFICATIONS
Education: Master's degree (or equivalent experience) in Public Policy, Sociology, Urban Planning, Public Health, Statistics, Data Science, or a related field.
Experience: 3+ years in applied research or evaluation, with a proven track record of facilitating focus groups or conducting field surveys.
Communication: Exceptional English proficiency (written and verbal), with the ability to build rapport with diverse groups of people.
Analytical Skills: Proficiency in at least two of the following: R, Python, Stata, or GIS.
Facilitation Skills: Proven ability to lead discussions, manage group dynamics, and extract qualitative insights from stakeholders.
Tech Stack: High-speed internet (50/10 Mbps), Personal computer (Apple/Mac preferred: 16GB RAM, i5/M1+).
Soft Skills: High emotional intelligence, cultural sensitivity, and the ability to work independently across time zones.

PREFERRED QUALIFICATIONS
Experience moderating virtual focus groups via Zoom, Teams, or specialized research platforms.
Familiarity with community-based participatory research (CBPR) frameworks.
Previous experience working with US-based organizations or international clients in the sustainability or mobility sector.
Proficiency with ---------- and collaborative tools like Slack and Asana.

APPLICATION PROCESS
Resume/CV & Cover Letter.
A 1–2 minute video highlighting your experience in facilitation or front-facing research (e.g., your approach to moderating a focus group or designing an engaging survey).

HOW TO APPLY
Please submit your application with the subject line ""Data Analyst/Research Associate - Philippines"" to ---------- or reach out to us directly at OnlineJobs.ph. Include your resume, cover letter, research portfolio (samples of surveys or reports), and your 1-2 minute video.",https://www.onlinejobs.ph/jobseekers/job/Research-Associate-Data-Analyst-1565221
"Feb 23, 2026","['Google Sheets', 'Data Analyst', 'Analyst', 'Ecommerce', 'KPI']",Gig,N/A,TBD,"We operate a high-volume ecommerce resale business (8,000+ units/month) and need a Google Sheets expert to build a one-time analytics dashboard system.

This is NOT data entry.

We need someone who can:

Build a master RAW data table structure

Write advanced Google Sheets formulas (QUERY, VLOOKUP/XLOOKUP, ARRAYFORMULA)

Create automated KPI dashboards

Build SKU-level and style-level profitability tracking

Create pivot tables and automated ranking tables

Implement rolling 7-day and 14-day ASP metrics

Build stream-level summary tables

Document SOP so our VA can maintain it

The system must:

Auto-calculate Nike vs Adidas performance

Track ASP by style and SKU

Automatically rank top 20 and bottom 20 SKUs

Calculate contribution per unit

Track variety index (unique SKUs / units sold)

Require minimal manual updates after setup

We want a one-time build with light revision support.

Required Skills:

Advanced Google Sheets (must provide examples)

Please answer what is 2+2 in the header of your application

QUERY formula experience

Pivot tables

Conditional formatting

KPI dashboard creation

Ecommerce analytics experience preferred

To Apply:

Please send:

A screenshot of a dashboard you built

A brief explanation of how you would structure a master RAW data table

Your hourly rate",https://www.onlinejobs.ph/jobseekers/job/Google-Sheets-Data-Analyst-Ecommerce-KPI-Dashboard-Build-Project-Based-1585807
"Feb 21, 2026","['Data Analyst', 'Analyst', 'Reporting', 'Specialist', 'Automation']",Any,$6.50 Per Hour,30,"We’re a fast-growing travel organization seeking an AI Systems, Automation, and Data Specialist to help us harness the full potential of our data across multiple platforms. This role focuses on building intelligent systems that connect and automate data flows using tools like Zapier, Google Sheets, BigQuery, Looker Studio, AgencyAnalytics, and similar platforms. The ideal candidate will design and maintain clean, scalable data structures—integrating data from sales, marketing, and operations—to power insightful dashboards, discover patterns, and drive strategic decision?making.

Responsibilities include setting up automations between CRM, marketing, and analytics systems; managing spreadsheets and databases with precision; developing and maintaining a central data lake; and producing transparent, actionable reporting that reveals opportunities for growth. Candidates should demonstrate deep technical understanding, show real examples of completed work over video, and clearly explain their processes.

This can be a part?time or full?time role depending on availability and performance, with significant growth potential for someone passionate about AI?assisted business intelligence and automation in the travel sector.",https://www.onlinejobs.ph/jobseekers/job/Database-Reporting-and-AI-Specialist-Data-Analyst-Automation-Expert-1584954
"Feb 20, 2026","['Call Center', 'Data Analyst', 'Analyst', 'Reporting']",Full Time,$1000/Month (USD),40,"We are hiring a full-time Excel-focused Data Analyst for a U.S.-based call center company.

This role is 80% Excel + reporting.

You will work with:
Call logs
Sales reports
Vendor payout files
CRM exports
CSV files
Performance dashboard

This is hands-on, daily work.

???? Responsibilities
Combine multiple data exports into clean reports
Match files and reconcile discrepancies
Build and maintain dashboards
Create daily / weekly / monthly reports
Audit sales and payouts
Improve reporting workflows using AI tools

???? Requirements
Advanced Excel skills (required)
Experience maintaining ongoing reports
Strong attention to detail
Comfortable working with large datasets
Can explain formulas and logic
Familiar with ChatGPT / Claude / AI for productivity

???? Salary
$1,000 USD/month
Full-time | Long-term

???? HOW TO APPLY (IMPORTANT)
Do NOT send a resume.

Instead, send:
1?? A real Excel file you personally built
Must show:
Complex formulas
Multiple sheets
Reporting logic
Ongoing updates
Personal/company data may be anonymized.

2?? A short Loom video (3–5 minutes) explaining:
What the file is
What problem it solves
Key formulas
How it’s updated",https://www.onlinejobs.ph/jobseekers/job/Full-Time-Data-Analyst-Advanced-Excel-Call-Center-Reporting-1000month-1584081
"Feb 19, 2026","['Senior', 'Business', 'Analyst']",Full Time,"?58,000.00 - ?75,000.00 per month",40,"Specialty Capital is a data-driven alternative finance company delivering fast, flexible capital to small and mid-sized businesses. We operate at the intersection of underwriting, risk, and technology—leveraging data and machine learning to make smarter funding decisions while responsibly managing credit and fraud risk. As we scale, we are building a best-in-class internal data and AI capability to power the next phase of growth. This role will be central to that transformation.

The Mission:

Elevate analytics from reactive reporting to proactive, decision-driving insight. This role serves as a primary business partner across Sales, Underwriting, Risk, and Operations—translating ambiguous questions into structured analysis, trusted metrics, and actionable recommendations. You will help shape how the company defines performance, measures success, and identifies opportunities for growth and risk mitigation.

What You’ll Do:

1. Own Business Questions End-to-End
Take high-level objectives (e.g., “Why is conversion dropping in California?”) and independently structure the analysis.
Define data sources, assumptions, logic, and methodology without requiring step-by-step direction.
Synthesize findings into clear recommendations—not just analysis.

2. Build Scalable, Decision-Ready Reporting
Design, build, and maintain intuitive, high-impact dashboards using Tableau, Power BI, or similar BI tools.
Define and evolve core KPIs across funding volume, funnel conversion, underwriting efficiency, and collections performance.
Ensure reporting is actionable, reliable, and tightly aligned with business outcomes.

3. Strengthen Data Integrity & Governance
Support and reinforce a trusted “single source of truth” across the organization.
Proactively detect data quality issues, metric inconsistencies, and KPI drift before they impact stakeholders.
Partner with engineering and business teams to diagnose root causes—not just patch symptoms.

4. Act as a Strategic Thought Partner
Provide structured insights that influence pricing, risk strategy, channel performance, and operational efficiency.
Challenge assumptions and bring analytical rigor to leadership discussions.
Help shape the evolution of our internal data science and analytics roadmap.

Who You Are:

Self-Directed & Structured
- You prefer owning outcomes, not waiting for instructions. You bring clarity to ambiguity and structure to loosely defined problems.

Business-Minded Analyst
- You don’t just analyze data—you connect it to revenue, risk, and operational impact.

Clear Communicator
- You translate complex analyses into crisp, business-relevant insights for non-technical stakeholders, including Sales, Underwriting, Operations, and executive leadership.

Technically Strong
- Advanced SQL (complex joins, window functions, performance optimization).
- Strong experience with Tableau, Power BI, or comparable BI tools.
- Working knowledge of Python for automation, validation, or deeper analytical work.
- Comfort working with large, imperfect datasets in fast-moving environments.

What Success Looks Like (6–12 Months)
- Leadership trusts your dashboards as the authoritative source of truth.
- Business teams proactively seek your input before making decisions.
- Core KPIs are clearly defined, consistently measured, and aligned across departments.
- Analytical insights directly influence revenue growth, credit performance, or operational efficiency.

Why Join Us
- Direct exposure to executive leadership and strategic decisions.
- High ownership and autonomy in a scaling data-driven company.
- Opportunity to help build a modern analytics and AI foundation from the ground up.
- Meaningful impact at the intersection of finance, risk, and technology.

Benefits:
- Opportunities for promotion
- Paid training
- Promotion to permanent employee
-Work from home

Experience:
- Related work: 3 years (Required)

Work Location: Remote",https://www.onlinejobs.ph/jobseekers/job/Senior-Data-Business-Analyst-1583577
"Feb 17, 2026","['Airtable', 'Virtual Assistant', 'Data Analyst', 'Analyst', 'Automation']",Part Time,750/month,15,"If your an Virtual Assistant who wants the freedom to earn & work purely from your phone or laptop…I have something for you:

All you’ll need to do day to day is:

- Pull data from social media pages, CRM and other sources
- Create formulas and calculations that calculate metrics like client average order value (AOV) , lifetime value (LTV) and other client metrics
- Present data in simple reports / spreadsheets
- Analysis of data and identify trends & bottlenecks
- Provide daily client support in our members community
- Handle payments, refunds & invoices
- Create standard operating procedures for the business as we grow

Must be proficient in the following softwares:
- Airtable
- Google Sheets / Excel
- GoHighLevel
- Zapier/Make

This is the exact day to day tasks & we’re looking for 1 new Virtual Assistant to join the team.

If this is something you're open to exploring and you want to be on a team where we value & reward our team...

Please D ---------- ""VA"" on ---------- and I'll send you our application form.

P.S If you've never had VA experience + Data analytics experience before, please don't apply.",https://www.onlinejobs.ph/jobseekers/job/Virtual-Assistant-Data-Analyst-Airtable-Automations-1581421
